laptop_id;Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram;Memory;Gpu;OpSys;Weight_kg;Price_euros;id_shop;id_constructors
1151;HP;ZBook 17;Workstation;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD;Nvidia Quadro M3000M;Windows 7;3;3949.40;13;16
1153;Dell;Inspiron 5567;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;AMD Radeon R7 M445;Windows 10;2.5;784.00;35;4
1154;MSI;GT72S Dominator;Gaming;17.3;Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;3.78;2399.00;24;2
1155;HP;EliteBook 850;Ultrabook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.88;2171.72;32;14
1156;Lenovo;ThinkPad X1;2 in 1 Convertible;14;IPS Panel Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;16GB;512GB SSD;Intel HD Graphics 520;Windows 10;2.8;2440.00;29;4
1157;MSI;GP62M 7RDX;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.4;1142.80;27;7
1160;HP;Spectre Pro;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.48;1629.00;12;17
1161;HP;ZBook 15;Workstation;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD;Nvidia Quadro M1000M;Windows 7;2.59;2229.00;3;37
1162;HP;Spectre Pro;2 in 1 Convertible;13.3;Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.48;1799.00;15;29
1163;HP;ZBook Studio;Workstation;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD;Nvidia Quadro M1000M;Windows 7;2.0;1899.00;1;24
1164;HP;EliteBook 820;Ultrabook;12.5;Full HD 1920x1080;Intel Core i7 6500U 2.50GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.26;2296.95;14;32
1165;Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.18;1009.90;18;33
1166;HP;EliteBook 850;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.88;1579.00;7;22
1167;Lenovo;ThinkPad X1;2 in 1 Convertible;14;IPS Panel Touchscreen 2560x1440;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.27;2339.00;24;30
1168;Lenovo;V110-15ISK (i3-6006U/4GB/1TB/No;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;1TB HDD;Intel HD Graphics 520;No OS;1.9;339.00;7;5
1169;HP;15-BA015wm (E2-7110/4GB/500GB/W10);Notebook;15.6;1366x768;AMD E-Series 7110 1.8GHz;4GB;500GB HDD;AMD Radeon R2 Graphics;Windows 10;1.86;297.00;26;32
1170;Lenovo;B51-80 (i5-6200U/8GB/1TB/Radeon;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;1TB HDD;AMD Radeon R5 M330;No OS;2.32;599.00;4;34
1171;Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050Ti;Windows 10;2.62;1199.00;29;11
1172;Dell;XPS 15;Notebook;15.6;IPS Panel Touchscreen / 4K Ultra HD 3840x2160;Intel Core i5 6300HQ 2.3GHz;8GB;256GB SSD;Nvidia GeForce 960M;Windows 10;2.04;2250.68;29;19
1173;HP;15-bw002nv (A6-9220/4GB/256GB/Radeon;Notebook;15.6;Full HD 1920x1080;AMD A6-Series A6-9220 2.5GHz;4GB;256GB SSD;AMD Radeon 520;Windows 10;1.91;478.89;36;32
1174;MSI;GP72M 7REX;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.7;1492.80;25;16
1175;Lenovo;ThinkPad T460s;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;12GB;512GB SSD;Intel HD Graphics 520;Windows 7;1.4;2299.00;2;24
1176;Lenovo;B51-80 (i5-6200U/8GB/1008GB/Radeon;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;1.0TB Hybrid;AMD Radeon R5 M330;Windows 10;2.5;788.49;34;36
1177;HP;Spectre Pro;2 in 1 Convertible;13.3;Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;8GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.48;2041.00;20;29
1178;Lenovo;ThinkPad T460;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.7;1499.00;6;11
1179;MSI;GS40 Phantom;Gaming;14;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;1.7;1769.00;15;8
1180;HP;Pavilion 15-cb003nv;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.62;899.00;24;5
1181;Lenovo;IdeaPad 310-15ISK;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;8GB;1TB HDD;Intel HD Graphics 520;Windows 10;2.2;459.00;20;32
1182;HP;250 G4;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;No OS;2.1;476.99;20;6
1183;Dell;Inspiron 7567;Gaming;15.6;4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.62;1498.00;20;11
1184;Lenovo;ThinkPad T570;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.95;1390.00;27;29
1185;Lenovo;320-15ISK (i3-6006U/4GB/1TB/GeForce;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Nvidia GeForce 920MX ;Windows 10;2.2;468.00;8;23
1186;HP;Stream 14-AX000nv;Notebook;14;1366x768;Intel Celeron Dual Core N3060 1.6GHz;2GB;32GB Flash Storage;Intel HD Graphics 400;Windows 10;1.44;249.00;2;8
1187;MSI;PL60 7RD;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2;839.00;31;14
1188;HP;250 G5;Notebook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.96;679.00;1;5
1189;HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;512GB SSD;Intel UHD Graphics 620;Windows 10;2.1;1159.00;30;21
1190;Asus;X553SA-XX021T (N3050/4GB/500GB/W10);Notebook;15.6;1366x768;Intel Celeron Dual Core N3050 1.6GHz;4GB;500GB HDD;Intel HD Graphics;Windows 10;2.2;369.00;38;30
1191;Lenovo;V110-15ISK (i5-6200U/4GB/500GB/No;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;No OS;2.1;398.00;25;19
1192;Lenovo;IdeaPad 510-15IKB;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce 940MX;No OS;2.2;709.00;36;20
1193;Asus;UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10);Notebook;14;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;2;769.00;31;9
1194;Lenovo;B51-80 (i7-6500U/4GB/1008GB/FHD/W7);Notebook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;4GB;1.0TB Hybrid;Intel HD Graphics 520;Windows 7;2.32;825.00;21;19
1195;Lenovo;IdeaPad Y700-15ISK;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;512GB SSD;Nvidia GeForce GTX 960;Windows 10;3.31;1305.00;23;37
1196;MSI;GS60 Ghost;Gaming;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;1.91;2153.37;9;19
1197;HP;ProBook 450;Notebook;15.6;1366x768;Intel Core i3 6100U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.07;650.00;21;11
1198;Lenovo;ThinkPad X1;2 in 1 Convertible;14;IPS Panel Touchscreen 2560x1440;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.36;1637.00;12;30
1199;Lenovo;IdeaPad 310-15IKB;Ultrabook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;6GB;256GB SSD;Nvidia GeForce 920M;Windows 10;1.54;831.00;24;8
1200;Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce GT 940MX;Linux;1.98;895.01;16;24
1201;Acer;Aspire 3;Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 2GHz;4GB;500GB HDD;Intel HD Graphics 500;Windows 10;2.1;333.00;11;29
1202;HP;Pavilion 15-BC000nv;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;6GB;1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.18;799.00;20;22
1203;Asus;Rog GL552VW-DM201T;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.591;909.00;11;2
1204;Dell;Inspiron 5578;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;2.09;1179.00;38;15
1205;Acer;Aspire E5-576G;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.23;691.00;17;7
1206;Dell;XPS 13;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Linux;1.23;1099.00;29;31
1207;Acer;Predator G9-793;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.2;2599.00;16;3
1208;Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.4;819.00;11;30
1209;Samsung;Chromebook Plus;2 in 1 Convertible;12.3;IPS Panel Touchscreen 2400x1600;Samsung Cortex A72&A53 2.0GHz;4GB;32GB Flash Storage;ARM Mali T860 MP4;Chrome OS;1.15;659.00;29;3
1210;HP;250 G6;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.86;485.00;7;32
1211;Apple;"MacBook 12""";Ultrabook;12;IPS Panel Retina Display 2304x1440;Intel Core M 1.1GHz;8GB;256GB Flash Storage;Intel HD Graphics 5300;Mac OS X;0.920;1163.00;16;24
1212;Dell;Inspiron 7378;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.6;1199.00;2;15
1213;HP;Pavilion Power;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.21;1327.00;29;4
1214;Lenovo;V110-15ISK (i3-6006U/4GB/1TB/Radeon;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;1TB HDD;AMD Radeon R5 M430;No OS;1.9;368.00;22;13
1215;Asus;Rog G752VY-GC229T;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.3;2150.00;20;33
1216;Acer;Aspire 3;Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 2GHz;4GB;1TB HDD;Intel HD Graphics 500;Linux;2.1;272.00;4;30
1217;MSI;GS73VR 7RF;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.43;2048.90;20;33
1218;Dell;Inspiron 5567;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;128GB SSD;AMD Radeon R7 M440;Windows 10;2.3;499.00;20;5
1219;Lenovo;IdeaPad 310-15ISK;Notebook;15.6;1366x768;Intel Core i7 6500U 2.5GHz;8GB;500GB HDD;Nvidia GeForce 920MX;No OS;2.2;629.00;13;22
1220;Dell;Inspiron 5579;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;512GB SSD;Intel UHD Graphics 620;Windows 10;2;1285.00;29;25
1221;Dell;XPS 13;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.2;2680.00;37;36
1222;Asus;FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce;Gaming;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.2;1169.00;13;24
1223;Dell;Inspiron 5567;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;AMD Radeon R7 M445;Windows 10;2.36;889.00;22;35
1224;HP;15-bs025nv (i5-7200U/8GB/256GB/W10);Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.91;579.00;7;13
1225;Lenovo;IdeaPad 320-15AST;Notebook;15.6;1366x768;AMD E-Series 9000 2.2GHz;4GB;500GB HDD;AMD Radeon R2 Graphics;Windows 10;2.2;299.00;9;12
1226;Acer;Aspire E5-774G;Notebook;17.3;1600x900;Intel Core i3 6006U 2.0GHz;8GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;3.3;629.00;34;19
1227;Asus;Rog Strix;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.2;2449.00;13;6
1228;Apple;"MacBook 12""";Ultrabook;12;IPS Panel Retina Display 2304x1440;Intel Core M 1.2GHz;8GB;512GB Flash Storage;Intel HD Graphics 515;Mac OS X;0.920;1279.00;15;36
1229;Asus;FX502VM-AS73 (i7-7700HQ/16GB/1TB;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.2;1749.00;11;20
1230;MSI;GS73VR Stealth;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.43;1948.99;34;7
1231;Dell;Inspiron 7579;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.191;999.00;22;10
1232;Asus;ROG Strix;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.9;1949.00;35;14
1233;Acer;C740-C9QX (3205U/2GB/32GB/Chrome;Netbook;11.6;1366x768;Intel Celeron Dual Core 3205U 1.5GHz;2GB;32GB SSD;Intel HD Graphics;Chrome OS;1.3;174.00;23;3
1234;Acer;E5 774G;Notebook;17.3;1600x900;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;3.3;598.00;10;4
1235;Lenovo;IdeaPad 320-17IKB;Notebook;17.3;1600x900;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Intel HD Graphics 620;No OS;2.8;539.00;4;2
1236;Lenovo;IdeaPad Y700-15ISK;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960<U+039C>;Windows 10;2.6;1272.00;18;16
1237;Acer;SP714-51 (i7-7Y75/8GB/256GB/FHD/W10);2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7Y75 1.3GHz;8GB;256GB SSD;Intel HD Graphics 615;Windows 10;1.2;1149.00;31;16
1238;Lenovo;Thinkpad T560;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;2.3;1529.00;1;20
1239;MSI;GP62MVR 6RF;Gaming;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.2;1476.11;14;11
1240;HP;15-bw009nv (A12-9720P/6GB/1TB/Radeon;Notebook;15.6;Full HD 1920x1080;AMD A12-Series 9720P 2.7GHz;6GB;1TB HDD;AMD Radeon 530;Windows 10;2.1;529.00;13;23
1241;Dell;Latitude E7270;Ultrabook;12.5;Full HD / Touchscreen 1920x1080;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.26;1713.37;34;37
1242;Dell;Inspiron 5578;2 in 1 Convertible;15;Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.08;509.00;21;15
1243;Asus;X540SA-RBPDN09 (N3710/4GB/1TB/W10);Notebook;15.6;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4GB;1TB HDD;Intel HD Graphics 405;Windows 10;2.65;309.00;6;8
1244;Dell;XPS 13;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.29;1477.00;21;19
1245;Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Intel HD Graphics 520;Linux;2.18;521.86;20;8
1246;Lenovo;IdeaPad Y700-15ISK;Gaming;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.6;1029.00;17;4
1247;MSI;GL62M 7RDX;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2;1149.00;30;36
1248;Lenovo;ThinkPad Yoga;Netbook;12.5;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.50GHz;16GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.3;1650.00;4;5
1249;Razer;Blade Pro;Gaming;14;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;1TB SSD;Nvidia GeForce GTX 1060;Windows 10;1.95;3499.00;20;35
1250;Dell;Inspiron 3567;Notebook;15.6;Touchscreen 1366x768;Intel Core i3 7100U 2.4GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.3;469.01;22;1
1251;MSI;GE72VR Apache;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.7;1598.00;17;14
1252;Apple;MacBook Air;Ultrabook;11.6;1366x768;Intel Core i5 1.6GHz;4GB;256GB Flash Storage;Intel HD Graphics 6000;Mac OS X;1.08;959.00;3;14
1253;HP;15-bs023nv (i3-6006U/4GB/1TB/FHD/W10);Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Intel HD Graphics 520;Windows 10;2.1;478.00;16;34
1254;HP;EliteBook 840;Ultrabook;14;2560x1440;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.54;2198.19;12;20
1255;Dell;Vostro 3559;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 7;2.24;737.00;32;28
1256;MSI;GL62 6QF;Gaming;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.3;1169.00;23;10
1257;Lenovo;ThinkPad 13;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.4;1499.00;19;22
1258;Lenovo;IdeaPad 320-15ABR;Notebook;15.6;Full HD 1920x1080;AMD A12-Series 9720P 3.6GHz;6GB;256GB SSD;AMD Radeon 530;Windows 10;2.2;597.57;31;4
1259;Asus;ZenBook UX310UA-WB71;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.45;1280.00;28;17
1260;Acer;Aspire ES1-572;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;500GB HDD;Intel HD Graphics 520;Linux;2.4;361.80;34;2
1261;Dell;Inspiron 7779;2 in 1 Convertible;17.3;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Nvidia GeForce 940MX;Windows 10;2.77;1799.00;34;29
1262;HP;EliteBook 840;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.54;1099.99;21;5
1263;Asus;Rog GL553VE-FY052T;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.5;1600.00;30;18
1264;Dell;Latitude 5480;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.6;875.00;7;28
1265;Asus;Rog GL502VS;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.34;2325.00;26;34
1266;Lenovo;V510-15IKB (i5-7200U/8GB/256GB/FHD/No;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;No OS;2.3;573.00;27;9
1267;Dell;XPS 13;2 in 1 Convertible;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i5 7Y54 1.2GHz;8GB;256GB SSD;Intel HD Graphics 615;Windows 10;1.24;1813.00;9;15
1268;Dell;Inspiron 3552;Notebook;15.6;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4GB;500GB HDD;Intel HD Graphics;Linux;2.2;324.00;24;9
1269;HP;255 G6;Notebook;15.6;1366x768;AMD A6-Series 9220 2.5GHz;4GB;500GB HDD;AMD Radeon R4 Graphics;Windows 10;1.86;399.00;36;31
1270;Lenovo;IdeaPad 310-15ISK;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6100U 2.3GHz;6GB;128GB SSD;Nvidia GeForce 920MX;Windows 10;2.4;569.00;2;2
1271;Lenovo;ThinkPad L460;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.9;1072.00;34;10
1272;Dell;Inspiron 3552;Notebook;15.6;1366x768;Intel Pentium Quad Core N3700 1.6GHz;4GB;500GB HDD;Intel HD Graphics;Windows 10;2.2;443.99;4;3
1273;Asus;X541NA-GO020T (N3350/4GB/1TB/W10);Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;1TB HDD;Intel HD Graphics 500;Windows 10;2;339.00;37;5
1274;Asus;Rog G752VT-GC073T;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;4.0;1900.00;24;5
1275;Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.29;490.00;21;27
1276;Lenovo;B51-80 (i7-6500U/8GB/1008GB/Radeon;Notebook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;1.0TB Hybrid;AMD Radeon R5 M330;Windows 7;2.32;895.00;19;20
1277;MSI;GE62 Apache;Gaming;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.4;1229.00;38;5
1278;Lenovo;Yoga 500-14IBD;2 in 1 Convertible;14;Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;1.8;833.01;32;28
1279;Asus;ZenBook UX305CA-UBM1;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core M 6Y30 0.9GHz;8GB;512GB SSD;Intel HD Graphics 515;Windows 10;1.2;729.00;37;21
1280;Dell;Inspiron 3567;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;6GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.3;459.00;33;1
1281;Acer;Aspire ES1-531;Notebook;15.6;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;500GB HDD;Intel HD Graphics 400;Linux;2.4;289.00;37;22
1282;Dell;Inspiron 3552;Notebook;15.6;1366x768;Intel Celeron Dual Core N3050 1.6GHz;2GB;500GB HDD;Intel HD Graphics;Windows 10;2.20;379.00;31;35
1283;Lenovo;IdeaPad Y700-15ISK;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.6;899.00;12;34
1284;HP;Pavilion 15-AW003nv;Notebook;15.6;Full HD 1920x1080;AMD A9-Series 9410 2.9GHz;6GB;1.0TB Hybrid;AMD Radeon R7 M440;Windows 10;2.04;549.99;21;25
